03:33:17.094  -13:39:50.98 | NGC  1357, GSC 05302-00236, NGC  1357
03:28:54.554  -12:09:12.06 | NGC  1338, NGC  1338
03:24:29.645  -14:59:07.65 | IC  321, IC  321
03:31:09.977  -14:41:31.47 | IC  327, IC  327
03:31:10.941  -14:38:16.47 | IC  328, GSC 05302-00259, IC  328
03:30:36.629  -14:25:31.91 | IC  326, GSC 05302-00363, IC  326
03:32:29.368  -15:13:15.98 | NGC  1354, GSC 05873-00241, NGC  1354
03:26:02.581  -17:35:29.56 | NGC  1329, GSC 05876-00627, NGC  1329
03:29:31.694  -17:46:42.04 | NGC  1345, GSC 05876-00063, NGC  1345
03:31:32.967  -19:16:42.49 | NGC  1352, GSC 05876-00702, NGC  1352
03:23:56.457  -21:31:39.82 | NGC  1319, GSC 05879-00860, NGC  1319
03:23:06.607  -21:22:30.74 | NGC  1315, GSC 05879-01087, NGC  1315
03:24:25.565  -21:32:38.55 | NGC  1325, GSC 05879-01084, NGC  1325
03:24:48.50  -21:20:10.0 | NGC  1325A, GSC 05879-00666, ESO 548-10
03:26:28.351  -21:21:20.39 | NGC  1331, IC  324, GSC 05879-00994, NGC  1331
03:33:41.885  -21:28:43.03 | IC 1953, GSC 05880-01057, IC 1953
03:27:29.189  -21:33:36.73 | IC 1928, GSC 05879-00542, IC 1928
03:32:03.024  -20:49:08.98 | NGC  1353, GSC 05879-01051, NGC  1353
03:26:17.321  -21:20:07.33 | NGC  1332, GSC 05879-01157, NGC  1332
03:29:41.79  -22:16:44.1 | NGC  1347, GSC 05879-00065, NGC  1347
03:29:42.02  -22:16:45.0 | NGC  1347a, MCG-04-09-017a
03:29:41.161  -22:17:27.74 | NGC  1347b, MCG-04-09-017b
03:33:26.680  -23:42:46.04 | IC 1952, GSC 06447-01210, IC 1952
03:25:23.204  -25:40:44.24 | NGC  1327, GSC 06449-01304, NGC  1327
03:33:14.64755  -25:52:17.9955 | NGC  1360, HIP  16566, GSC 06450-01071, TYC 6450-1071-1, PPM 246372, PN M  1-3
03:28:19.668  -31:04:05.45 | NGC  1340, NGC  1344, NGC  1340
03:28:06.582  -32:17:10.16 | NGC  1339, GSC 07021-00042, NGC  1339
03:26:02.250  -32:53:40.52 | IC 1919, GSC 07024-00779, IC 1919
03:31:08.119  -33:37:43.10 | NGC  1350, NGC  1350
03:28:48.718  -35:10:41.37 | NGC  1351A, GSC 07027-00480, ESO 358-9
03:30:34.983  -34:51:14.22 | NGC  1351, GSC 07024-00158, NGC  1351
03:22:44.290  -37:06:13.64 | NAME FORNAX B, NGC  1317, NGC  1318, GSC 07026-00118, NGC  1317
03:23:39.598  -36:54:30.38 | NGC  1316B, MCG-06-08-009
03:23:56.397  -36:27:52.78 | NGC  1326, GSC 07026-00610, NGC  1326
03:26:32.199  -35:42:48.86 | NGC  1336, GSC 07027-00508, NGC  1336
03:25:20.1  -36:23:07 | NGC  1326B, ESO 357-29
03:25:08.5  -36:21:49 | NGC  1326A, GSC 07027-01212, ESO 357-28
03:24:58.464  -37:00:33.89 | NGC  1316C, GSC 07027-00392, ESO 357-27
03:27:58.431  -37:08:59.87 | NGC  1341, GSC 07027-00112, NGC  1341
03:23:37.931  -36:54:14.39 | NGC  1316A, GSC 07026-00024, MCG-06-08-008
03:33:36.458  -36:08:26.37 | NGC  1365, NGC  1365
03:22:41.789  -37:12:29.52 | NAME FOR A, NAME FORNAX A, NGC  1316, GSC 07026-00055, NGC  1316
03:44:08.483  +32:07:16.15 | IC  348    4, HD 281160, SAO  56671, PPM  68736, SAO  56671, HD 281160
03:43:49.4  +32:03:17 | IC  348a, IC  348a
03:43:55.7  +32:00:40 | IC  348c, IC  348c
03:43:45  +32:14.8 | IC  348f, IC  348f
03:43:50  +32:13.2 | IC  348g, IC  348g
03:44:01  +32:10.0 | IC  348h, IC  348h
03:44:08  +32:07.5 | IC  348i, IC  348i
03:44:24  +32:02.3 | IC  348b, IC  348b
03:44:34  +32:15.7 | IC  348e, IC  348e
03:44:37  +32:19.1 | IC  348d, IC  348d
03:44:34  +32:09.8 | NAME OMI PER, NAME Gingrich 1, IC  348, IC  348
03:44:34.18739  +32:09:46.1376 | IC  348   20, HD 281159, HIP  17465, SAO  56680, GSC 02359-01261, PPM  68742, SAO  56680, HD 281159
03:43  +22.7 | IC  336, IC  336
03:42  +21.8 | IC  341, IC  341
03:40:45.133  +17:44:28.21 | IC 1977, IC 1977
03:39:13.593  +15:49:10.74 | NGC  1384, NGC  1384
03:35:33.164  +05:04:01.34 | IC 1956, IC 1956
03:44:40.810  +02:50:05.90 | NGC  1431, NGC  1431
03:37:47.714  +03:16:15.73 | IC 1967, IC 1967
03:37:38.103  +03:07:07.72 | IC  338, IC  338
03:41:10.7  -01:17:55 | NGC  1410, NGC  1410
03:41:10.546  -01:18:10.12 | NGC  1409, NGC  1409
03:42:32.669  -04:17:55.11 | IC  347, GSC 04720-00607, IC  347
03:34:17.724  -06:15:54.19 | NGC  1361, GSC 04722-00805, NGC  1361
03:42:16.151  -04:43:50.56 | NGC  1418, GSC 04720-00977, NGC  1418
03:41:57.422  -04:42:17.49 | NGC  1417, GSC 04720-00439, NGC  1417
03:39:47.137  -04:40:12.14 | NGC  1397, GSC 04719-00468, NGC  1397
03:37:05.921  -05:02:33.98 | NGC  1376, GSC 04722-00875, NGC  1376
03:41:29.595  -04:39:56.82 | IC  344, GSC 04720-00735, IC  344
03:43:14.052  -04:43:48.11 | NGC  1424, GSC 04720-01335, NGC  1424
03:42:40.122  -06:22:54.85 | NGC  1423, GSC 04723-01157, NGC  1423
03:34:53.4  -09:52:38 | NGC  1363, NGC  1363
03:34:58.985  -09:50:19.24 | NGC  1364, GSC 05303-00191, NGC  1364
03:44:56.213  -09:51:20.92 | NGC  1445, GSC 05304-01028, NGC  1445
03:42:29.285  -13:29:16.82 | NGC  1421, NGC  1421
03:39:29.110  -13:06:54.41 | IC  340, GSC 05309-00424, IC  340
03:34:58.910  -15:39:21.84 | NGC  1368, GSC 05874-00650, NGC  1368
03:40:18.916  -15:31:48.76 | NGC  1405, NGC  1405
03:38:12.017  -15:53:58.32 | NGC  1388, GSC 05874-00899, NGC  1388
03:40:11.579  -15:36:38.08 | NGC  1413, NGC  1413
03:36:59.713  -15:52:53.02 | NGC  1372, GSC 05874-00363, NGC  1372
03:39.1  -15:30 | IC 1975, IC 1975
03:39:30.581  -18:31:37.26 | NGC  1402, GSC 05877-01122, NGC  1402
03:38:38.574  -18:25:40.70 | NGC  1393, GSC 05877-00928, NGC  1393
03:37:39.254  -18:20:22.10 | NGC  1383, GSC 05877-01214, NGC  1383
03:39:30.851  -18:41:17.25 | NGC  1400, GSC 05877-01080, NGC  1400
03:39:06.923  -18:17:31.99 | NGC  1394, GSC 05877-01205, NGC  1394
03:41:44.663  -18:16:01.42 | IC  346, GSC 05877-00107, IC  346
03:41:09.127  -18:18:51.08 | IC  345, GSC 05877-00114, IC  345
03:40:07.140  -18:26:36.48 | IC  343, GSC 05877-00183, IC  343
03:38:52.974  -18:21:14.68 | NGC  1391, GSC 05877-00712, NGC  1391
03:36:39.077  -20:54:08.14 | NGC  1377, GSC 05880-00714, NGC  1377
03:33:47.698  -19:29:31.01 | NGC  1359, GSC 05877-01179, NGC  1359
03:35:14.577  -20:22:25.01 | NGC  1370, GSC 05880-00885, NGC  1370
03:33:53.076  -20:16:56.78 | NGC  1362, GSC 05880-00861, NGC  1362
03:37:52.160  -19:00:30.07 | NGC  1390, GSC 05877-00815, NGC  1390
03:35:37.35  -21:17:39.5 | IC 1962, GSC 05880-00848, IC 1962
03:41:31.064  -21:40:53.38 | NGC  1422, GSC 05880-00266, NGC  1422
03:40:57.135  -21:42:50.07 | NGC  1414, GSC 05880-00217, NGC  1414
03:42:49.112  -22:06:30.19 | NGC  1426, GSC 05880-00366, NGC  1426
03:41:02.888  -22:43:09.05 | NGC  1416, GSC 06447-00051, NGC  1416
03:39:10.876  -22:23:19.00 | NGC  1403, GSC 05880-00575, NGC  1403
03:39:21.857  -22:43:28.98 | NGC  1401, GSC 06447-01217, NGC  1401
03:38:29.789  -23:01:39.69 | NGC  1395, NGC  1395
03:40:56.853  -22:33:52.07 | NGC  1415, IC 1983, GSC 06447-00001, NGC  1415
03:35:01.20  -24:56:01.0 | NGC  1367, NGC  1371, NGC  1367
03:37:28.323  -24:30:04.60 | NGC  1385, NGC  1385
03:40:29.456  -26:51:43.43 | NGC  1412, IC 1981, GSC 06450-00335, TYC 6450-335-1, NGC  1412
03:38:52.130  -26:20:16.22 | NGC  1398, NGC  1398
03:42:11.535  -29:53:36.64 | NGC  1425, IC 1988, NGC  1425
03:33:53.658  -31:11:38.78 | NGC  1366, GSC 07021-01145, NGC  1366
03:39:23.317  -31:19:17.05 | NGC  1406, GSC 07028-01393, NGC  1406
03:37:46.996  -36:08:50.75 | NGC  1392, ESO 358-40
03:35:31.029  -34:26:49.55 | IC 1963, IC  335, IC 1963
03:35:16.836  -35:15:56.50 | NGC  1375, GSC 07027-00702, NGC  1375
03:34:59.208  -35:10:16.25 | NGC  1373, GSC 07027-00728, NGC  1373
03:35:16.598  -35:13:34.50 | NGC  1374, GSC 07027-00635, NGC  1374
03:42:22.70  -35:09:15.0 | NGC  1428, GSC 07034-00880, NGC  1428
03:40:09.42  -35:37:46.4 | NGC  1427A, GSC 07034-00719, ESO 358-49
03:42:19.428  -35:23:33.73 | NGC  1427, GSC 07034-00702, NGC  1427
03:37:11.734  -35:44:46.10 | NGC  1389, GSC 07034-00463, NGC  1389
03:36:31.701  -35:17:42.60 | NGC  1381, GSC 07034-01287, NGC  1381
03:37:08.953  -35:11:42.09 | NGC  1382, NGC  1380B, GSC 07034-00430, NGC  1382
03:36:47.478  -34:44:22.58 | NGC  1380A, GSC 07031-01111, ESO 358-33
03:36:03.940  -35:26:28.23 | NGC  1379, GSC 07034-00577, NGC  1379
03:43:01.95  -36:16:16.4 | NGC  1437A, GSC 07034-00856, ESO 358-54
03:43:37.084  -35:51:10.78 | NGC  1436, NGC  1437, GSC 07034-00683, NGC  1436
03:38:06.584  -35:26:23.72 | NGC  1396, GSC 07034-00327, NGC  1396
03:36:57.072  -35:30:24.05 | NGC  1387, NGC  1387
03:36:45.242  -36:15:22.39 | NGC  1369, GSC 07034-01295, NGC  1369
03:36:46.238  -35:59:57.39 | NGC  1386, GSC 07034-01204, NGC  1386
03:36:27.590  -34:58:34.68 | NGC  1380, NGC  1380
03:38:51.917  -35:35:39.81 | NGC  1404, NGC  1404
03:38:29.083  -35:27:02.67 | NGC  1399, NGC  1399
03:40:42.120  -37:30:39.09 | NGC  1419, GSC 07569-00004, NGC  1419
03:47:33.144  +35:02:48.51 | IC  351, GSC 02364-00855, TYC 2364-855-1, IC  351
03:45  +32.4 | IC  353, IC  353
03:53:31.918  +32:29:34.32 | NGC  1465, NGC  1465
03:46  +24.2 | NAME MAIA NEBULA, NGC  1432, NGC  1432
03:47.6  +24:38 | IC 1990, IC 1990
03:50.3  +25:35 | IC 1995, IC 1995
03:47:00  +24:07.0 | NAME PLEIADES, NAME SEVEN SISTERS, M  45, M  45
03:46:21.3  +23:56:28 | NAME BARNARD'S MEROPE NEBULA, IC  349, IC  349
03:46  +23.9 | NAME MEROPE NEBULA, NGC  1435, NGC  1435
03:48.1  +22:34 | NGC  1456, NGC  1456
03:53  +23.0 | IC  354, IC  354
03:53:46.272  +19:58:25.98 | IC  355, IC  355
03:54:30.360  +10:42:25.51 | NGC  1474, IC 2002, NGC  1474
03:50:23.417  +06:58:23.17 | NGC  1462, NGC  1462
03:51:31.332  +01:11:23.26 | IC 1998, IC 1998
03:46:03.094  -04:08:17.36 | NGC  1449, GSC 04720-00296, NGC  1449
03:46:07.171  -04:04:09.36 | NGC  1451, GSC 04720-00297, NGC  1451
03:45:43.126  -04:05:29.50 | NGC  1441, GSC 04720-00273, NGC  1441
03:46:27.269  -03:58:07.55 | NGC  1453, GSC 04720-00894, NGC  1453
03:52:12.587  -06:20:56.69 | NGC  1468, GSC 04724-00492, NGC  1468
03:45:36.630  -09:14:05.64 | NGC  1450, GSC 05304-01074, NGC  1450
03:45:47.169  -09:01:07.66 | NGC  1447, NGC  1447
03:52:09.825  -08:59:57.70 | NGC  1470, GSC 05304-01251, NGC  1470
03:51:52.751  -08:50:17.70 | NGC  1467, GSC 05304-00917, NGC  1467
03:53:47.343  -08:34:06.10 | NGC  1472, NGC  1472
03:54:07.299  -08:33:19.12 | NGC  1478, NGC  1478
03:54:02.849  -08:34:30.13 | NGC  1477, NGC  1477
03:46:12.865  -09:40:57.29 | NGC  1434, NGC  1434
03:48:27.139  -16:23:34.54 | NGC  1461, GSC 05881-01168, NGC  1461
03:51:24.506  -15:24:08.16 | NGC  1471, NGC  1464, GSC 05881-00738, NGC  1471
03:45:51.937  -18:40:48.28 | NGC  1455, NGC  1455
03:45:22.306  -18:38:01.03 | NGC  1452, GSC 05884-01532, NGC  1452
03:45:02.904  -18:15:57.76 | NGC  1440, NGC  1442, GSC 05884-00317, NGC  1440
03:54:29.011  -20:25:38.09 | NGC  1481, GSC 05887-01091, NGC  1481
03:54:38.928  -20:30:08.82 | NGC  1482, GSC 05887-01110, NGC  1482
03:45:17.216  -23:00:09.01 | NGC  1438, GSC 06448-00285, NGC  1438
03:46:57.948  -25:31:18.30 | NGC  1459, GSC 06451-00554, NGC  1459
03:55:22.748  -28:09:29.92 | IC 2007, IC 2008, GSC 06461-00583, IC 2007
03:47:04.807  -33:42:35.42 | IC 1993, GSC 07031-00850, IC 1993
03:45:54.864  -36:21:24.93 | NGC  1437B, GSC 07034-01016, ESO 358-61
03:46:13.751  -36:41:46.71 | NGC  1460, GSC 07034-01083, NGC  1460
03:54:17.99  -36:58:14.3 | NGC  1484, NGC  1484
03:54:28.427  -35:58:01.75 | IC 2006, GSC 07035-01267, IC 2006
03:57:39.546  +36:47:14.94 | IC 2005, IC 2005
04:06:39.591  +37:06:56.76 | IC 2027, IC 2027
04:03:18  +36:25.3 | NAME CALIFORNIA NEBULA, NGC  1499, NGC  1499
03:56:22.027  +33:52:29.27 | IC 2003, HD 279193, GSC 02365-00203, IC 2003
04:05:47.654  +25:24:30.24 | NGC  1508, NGC  1508
04:02:06.782  +23:07:58.58 | NGC  1497, NGC  1497
04:03:43.980  +22:09:32.55 | IC  357, IC  357
04:01:59.886  +20:14:25.57 | IC 2016, IC 2016
03:58:12.274  +18:35:03.59 | NGC  1488, NGC  1488
04:03:42.874  +19:53:41.55 | IC  358, IC  358
04:01:53.632  +05:38:22.18 | IC 2019, IC 2019
04:04:27.36  -02:11:10.1 | NGC  1507, NGC  1507
04:04.2  -02:12 | NGC  1507a, KPG  97a
04:04:28.022  -02:10:25.41 | NGC  1507B, 2MASX J04042802-0210254
04:02:36.421  -09:19:20.88 | NGC  1505, GSC 05305-00416, NGC  1505
04:02:29.665  -09:20:07.86 | NGC  1504, GSC 05305-00840, NGC  1504
04:03:55.236  -11:10:44.68 | NGC  1509, GSC 05308-00914, NGC  1509
04:03:50.478  -11:10:51.69 | IC 2026, IC 2026
04:00:18  -12:00.9 | NGC  1498, NGC  1498
03:57:38.090  -19:12:59.80 | NGC  1489, GSC 05885-00941, NGC  1489
04:05:00.738  -19:16:08.86 | IC 2030, IC 2030
03:56:18.725  -21:49:15.87 | NGC  1486, GSC 05888-00353, NGC  1486
04:06:49.708  -21:10:21.42 | NGC  1518, GSC 05889-01398, NGC  1518
03:58:13.147  -35:26:46.90 | NGC  1492, GSC 07035-01009, NGC  1492
03:58:11.432  -40:23:20.57 | IC 2015, IC 2015
04:09:16.98437  +30:46:33.4619 | NGC  1514, HD 281679, HIP  19395, SAO  57020, GSC 02358-00056, TYC 2358-56-1, PPM  69152, SAO  57020, NGC  1514
04:12:28.344  +27:42:06.52 | IC  359, IC  359
04:13  +25.6 | IC  360, IC  360
04:09:11.936  +08:38:55.57 | NGC  1517, NGC  1517
04:17:14.192  +04:46:53.77 | NGC  1542, NGC  1542
04:17:00.236  +00:50:06.74 | NGC  1541, NGC  1541
04:08:08.3  -08:50:08 | NGC  1516, NGC  1516B, NGC  1516
04:08:07.428  -08:49:45.33 | NGC  1516A, GSC 05312-02024, MCG-02-11-017
04:16:42.449  -12:12:00.04 | IC  362, GSC 05316-00237, IC  362
04:14:15.782  -12:44:21.68 | NGC  1535, HD  26847, GSC 05318-00563, NGC  1535
04:14.7  -13:13 | IC 2045, GSC 05318-00553, IC 2045
04:14.6  -13:13 | NGC  1538, NGC  1538
04:17:12.416  -17:51:26.74 | NGC  1547, GSC 05893-00271, NGC  1547
04:08:07.591  -17:11:34.46 | NGC  1519, GSC 05883-01168, NGC  1519
04:08:18.937  -21:03:06.98 | NGC  1521, GSC 05889-01109, TYC 5889-1109-1, NGC  1521
04:15:10.35  -28:29:03.6 | NGC  1540, NGC  1540
04:15:10.282  -28:28:41.73 | NGC  1540B, NGC  1540N, ESO-LV 420-0141
04:13:40.706  -31:38:43.48 | NGC  1537, GSC 07037-01191, NGC  1537
04:12:04.334  -32:52:27.16 | NGC  1532, NGC  1532
04:12:59.765  -32:33:11.69 | IC 2040, GSC 07040-00002, IC 2040
04:11:59.329  -32:51:02.85 | NGC  1531, GSC 07033-00560, NGC  1531
04:09:55.086  -39:41:19.45 | IC 2036, GSC 07577-00567, IC 2036
04:21:20  +36:55.2 | NGC  1548, NGC  1548
04:19:01.972  +26:49:38.94 | NGC  1539, NGC  1539
04:19.0  +28:14 | IC  359a, Ced  30
04:21:57.1  +19:32:07 | NAME HIND'S NEBULA, NAME HINDT NEBULA, NAME HIND'S VARIABLE NEBULA, NGC  1555, HH  155
04:22  +19.6 | NAME Struve's nebula, NGC  1554, NGC  1554
04:19:14.154  +03:20:53.68 | IC  365, IC  365
04:18:55.398  +03:01:58.64 | IC  363, IC  363
04:19:06.678  +03:11:20.66 | IC  364, IC  364
04:21:56.085  +04:02:55.23 | IC 2057, IC 2057
04:19:37.921  +02:24:35.58 | NGC  1550, NGC  1551, NGC  1550
04:19:41.523  +02:21:35.58 | IC  366, IC  366
04:20:17.686  -00:41:33.65 | NGC  1552, NGC  1552
04:24:25.351  -00:44:46.58 | NGC  1568, NGC  1568B, NGC  1568E, NGC  1568
04:24:20.618  -00:44:17.58 | NGC  1568A, UGC  3031
04:28:18.483  -05:10:43.64 | NGC  1580, NGC  1580
04:26:18.822  -03:37:15.86 | NGC  1576, NGC  1576
04:26:20.40  -10:05:54.0 | NGC  1577, NGC  1577
04:26:20.548  -10:05:54.35 | NGC  1575, NGC  1575
04:24:01.717  -09:23:40.86 | IC  370, IC  370
04:23:28.248  -11:47:24.36 | IC  369, IC  369
04:22:42.708  -12:36:54.44 | IC  368, IC  368
04:20:41.001  -14:46:51.99 | IC  367, IC  367
04:23:23.454  -15:44:39.62 | NGC  1565, NGC  1565
04:23:01.071  -15:50:44.57 | NGC  1561, NGC  1561
04:22:53.932  -15:43:57.44 | NGC  1563, NGC  1563
04:28:10.290  -17:31:24.47 | NGC  1584, NGC  1584
04:28:20.711  -17:35:43.46 | NGC  1583, NGC  1583
04:23:00.943  -15:44:19.57 | NGC  1564, NGC  1564
04:21:47.620  -15:45:19.82 | NGC  1562, NGC  1562
04:23:26.713  -15:41:07.10 | IC 2064, IC 2064
04:29:40.858  -27:24:31.30 | NGC  1592, GSC 06467-01772, NGC  1592
04:29:30.546  -26:42:47.29 | NGC  1591, GSC 06467-02420, NGC  1591
04:20:26.299  -31:43:28.61 | IC 2059, GSC 07037-00342, IC 2059
04:22:42.814  -40:36:03.50 | NGC  1572, NGC  1572
04:26:36.896  -42:05:37.25 | IC 2068, IC 2068
04:27:33.003  -42:09:54.98 | NGC  1585, NGC  1585
04:30:11  +35:16.7 | NGC  1579, NGC  1579
04:30:51.0  +35:26:45 | IC 2067, IC 2067
04:36:02.00  +19:57:03.8 | NGC  1615, NGC  1615
04:32:32.737  +16:38:03.15 | IC  374, IC  374
04:31:10.205  +07:37:51.39 | NGC  1590, NGC  1590
04:40:09.778  +07:20:19.77 | NGC  1634, NGC  1634
04:40:09.104  +07:20:57.77 | NGC  1633, NGC  1633
04:32:06.147  +00:34:02.81 | NGC  1608, NGC  1593, IC 2077, NGC  1608
04:30:45.450  +00:51:49.16 | NGC  1589, NGC  1589
04:30:39.921  +00:39:42.16 | NGC  1587, NGC  1587
04:30:43.86  +00:39:52.8 | NGC  1588, NGC  1588
04:30:38.223  -00:18:14.98 | NGC  1586, NGC  1586
04:40:07.881  -00:32:51.22 | NGC  1635, NGC  1635
04:36:37.350  -00:08:37.01 | NGC  1620, NGC  1620
04:31:39.858  -05:05:09.97 | NGC  1600, GSC 04742-00727, NGC  1600
04:32:03.349  -05:01:56.75 | NGC  1606, NGC  1606
04:32:03.093  -04:27:35.75 | NGC  1607, NGC  1607
04:31:41.733  -05:03:36.97 | NGC  1601, NGC  1601
04:30:42.797  -04:52:12.98 | IC  373, IC  373
04:31:38.736  -04:35:17.96 | NGC  1599, NGC  1599
04:36:06.574  -03:08:55.35 | NGC  1618, NGC  1618
04:37:36.270  -04:42:53.40 | NGC  1628, GSC 04743-00934, NGC  1628
04:36:25.074  -04:59:14.00 | NGC  1621, NGC  1626, NGC  1621
04:33:25.345  -04:15:55.62 | NGC  1613, NGC  1613
04:33:13.121  -04:10:20.89 | NGC  1612, NGC  1612
04:33:05.969  -04:17:50.89 | NGC  1611, NGC  1611
04:32:45.110  -04:22:20.72 | NGC  1609, NGC  1609
04:36:36.650  -03:11:20.00 | NGC  1622, NGC  1622
04:37:37.982  -04:53:14.87 | NGC  1627, NGC  1627
04:34:13.874  -04:41:59.09 | NGC  1610, NGC  1610
04:37:05.7  -03:18:11 | NGC  1625, NGC  1625
04:31:49.966  -05:05:39.98 | NGC  1603, NGC  1603
04:31:58.590  -05:22:10.75 | NGC  1604, NGC  1604
04:30:51.628  -05:47:53.98 | NGC  1594, IC 2075, GSC 04746-00631, NGC  1594
04:31:50.947  -07:14:18.09 | IC  379, IC  379
04:39:31.498  -07:05:50.82 | IC  385, IC  385
04:37:55.571  -09:31:09.26 | IC  382, IC  382
04:34:00.027  -08:34:44.57 | NGC  1614, GSC 05314-01514, NGC  1614
04:39:58.554  -09:27:22.40 | NGC  1632, IC  386, NGC  1632
04:31:41.320  -12:55:37.30 | IC  380, IC  380
04:31:13.493  -11:17:24.73 | NGC  1597, NGC  1597
04:31:03.131  -12:58:26.24 | IC  375, IC  375
04:31:16.529  -12:27:18.24 | IC  376, IC  376
04:35:32.395  -13:33:23.42 | NGC  1623, NGC  1623
04:37:15.516  -18:54:05.04 | NGC  1630, NGC  1630
04:38:24.174  -20:38:59.41 | NGC  1631, NGC  1631
04:51:06  +43:40.5 | NGC  1664, NGC  1664
04:43  +27.0 | IC 2088, IC 2088
04:45:55  +19:06.9 | NGC  1647, NGC  1647
04:46:16.82895  +18:44:04.8985 | NGC  1647     1, HD  30197, HIP  22176, SAO  94112, GSC 01271-01542, TYC 1271-1542-1, PPM 120231, SAO  94112, HR  1517
04:49:24.3  +13:08:25 | NGC  1663, NGC  1663
04:48:27  +10:56.2 | NGC  1662, NGC  1662
04:46:25.756  +03:30:19.99 | IC  392, IC  392
04:42:54.895  +00:37:07.04 | NGC  1642, NGC  1642
04:49:34.015  +00:15:10.38 | IC  395, IC  395
04:51:35.446  -02:37:23.55 | NGC  1678, NGC  1678
04:41:36.513  -01:48:32.46 | NGC  1638, NGC  1638
04:47:07.632  -02:03:16.62 | NGC  1661, NGC  1661
04:46:07.253  -02:04:38.13 | NGC  1657, NGC  1657
04:45:47.362  -02:23:34.09 | NGC  1653, NGC  1653
04:45:48.441  -02:05:02.09 | NGC  1654, NGC  1654
04:41:28.229  -02:51:28.94 | NGC  1637, NGC  1637
04:52:19.772  -03:06:20.97 | NGC  1682, NGC  1682
04:49:42.620  -02:45:37.56 | NGC  1670, NGC  1670
04:46:26.336  -02:40:46.34 | IC 2093, IC 2093
04:51:55.342  -04:57:05.55 | IC 2102, IC 2102
04:50:52.077  -04:53:33.77 | NGC  1677, IC 2099, NGC  1677
04:48:45.6  -05:07:30 | IC 2095, IC 2095
04:46:29.952  -04:47:19.34 | NGC  1659, NGC  1659
04:45:53.406  -05:08:12.10 | NGC  1656, GSC 04744-00421, NGC  1656
04:50:23.4  -05:04:49 | IC 2097, IC 2097
04:46.8  -04:57 | IC 2092, IC 2092
04:42:03.906  -07:12:23.06 | IC  390, IC  390
04:41:59.601  -07:18:41.05 | IC  389, IC  389
04:41:44.269  -07:05:10.97 | IC  387, IC  387
04:41:54.348  -07:18:22.98 | IC  388, IC  388
04:51:50.057  -05:48:11.56 | NGC  1681, NGC  1681
04:50:44.304  -05:25:06.76 | IC 2098, IC 2098
04:48:17.064  -05:25:39.56 | NGC  1665, NGC  1665
04:44:06.401  -05:27:56.75 | NGC  1645, GSC 04743-01104, NGC  1645
04:51:42.248  -06:13:53.28 | IC 2101, IC 2101
04:48:32.847  -06:34:12.47 | NGC  1666, NGC  1666
04:48:37.205  -06:19:11.47 | NGC  1667, NGC  1689, NGC  1667
04:44:34.806  -08:28:43.20 | NGC  1648, NGC  1648
04:44:23.545  -08:31:52.17 | NGC  1646, NGC  1646
04:45:11.552  -15:52:12.13 | NGC  1650, GSC 05892-00628, NGC  1650
04:47:51.802  -15:31:30.50 | IC  393, IC  393
04:42:14.535  -20:26:05.22 | NGC  1640, NGC  1640
04:49:55.584  -31:57:55.83 | NGC  1679, NGC  1679
04:51:21.350  -33:56:20.47 | NGC  1687, NGC  1687
04:44:11.428  -41:29:51.35 | NGC  1660, NGC  1660
04:44:01.368  -41:27:48.37 | NGC  1658, NGC  1658
04:54:38.326  +03:16:04.54 | NGC  1691, NGC  1691
05:00:30.154  +04:23:11.32 | IC 2112, IC 2112
04:54:19.266  +01:38:25.36 | NGC  1690, NGC  1690
05:03:37.017  +01:34:23.96 | NGC  1762, NGC  1762
04:58:44.002  -00:28:41.90 | NGC  1709, NGC  1709
04:59:46.025  -00:09:27.71 | IC 2888, IC 2888
04:58:54.602  -00:29:19.91 | NGC  1713, NGC  1713
04:59:34.651  -00:15:37.46 | NGC  1717, NGC  1719, NGC  1717
04:52:31.164  -03:06:22.08 | NGC  1684, NGC  1684
04:52:34.307  -02:56:57.09 | NGC  1685, NGC  1685
05:02:32.355  -03:20:39.46 | NGC  1753, NGC  1753
05:01:54.825  -03:17:46.46 | NGC  1740, NGC  1740
05:00:15.690  -03:21:08.82 | NGC  1729, NGC  1729
05:01:38.30  -04:15:25.0 | NGC  1741, NGC  1741A, NGC  1741
04:56:59.630  -04:45:24.65 | NGC  1699, NGC  1699
04:55:16.807  -04:39:09.82 | NGC  1694, NGC  1694
05:01:44.106  -04:17:19.44 | IC  399, IC  399
04:56:56.347  -04:51:56.64 | NGC  1700, NGC  1700
04:59:41.900  -07:45:18.51 | NGC  1726, NGC  1726
04:59:20.643  -07:51:32.14 | NGC  1720, NGC  1720
04:58:12.539  -07:46:49.31 | IC  398, IC  398
05:02  -07.9 | NAME THE WITCH HEAD NEBULA, NGC  1909, IC 2118, NGC  1909
05:02:09.485  -08:14:26.13 | NGC  1752, NGC  1752
04:59:22.884  -11:07:56.13 | NGC  1725, NGC  1725
04:59:25.893  -10:58:50.47 | NGC  1723, TYC 5326-1591-1, NGC  1723
04:59:17.380  -11:07:07.14 | NGC  1721, NGC  1721
04:59:27.719  -11:07:22.48 | NGC  1728, NGC  1728
04:52:54.662  -15:20:47.23 | NGC  1686, NGC  1686
04:57:17.075  -15:17:20.43 | NGC  1710, IC 2108, NGC  1710
04:56:19.059  -15:47:53.63 | IC 2104, IC 2104
04:59:31.877  -15:49:25.28 | NGC  1730, IC 2113, NGC  1730
05:01:47.338  -18:10:00.29 | NGC  1739, NGC  1739
